ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Frecuencia de mantenimiento correctivo,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Tipo_Equipo,Potencia_kW,Horas_Recomendadas_Revision
391,1584424800.0,1,3207.47,10,11,1506,133.82,0.7,83107.0,2,396.0,5295
110,1584428400.0,1,5354.73,5,8,2248,109.56,0.84,27621.0,3,2838.0,5809
450,1584432000.0,1,5702.73,43,12,2628,104.35,3.76,64356.0,0,1730.0,6823
417,1584435600.0,0,5455.27,24,9,1424,54.62,1.32,90984.0,0,677.0,6202
379,1584439200.0,0,305.79,45,15,1484,104.32,2.33,15476.0,1,3623.0,4932
1,1584442800.0,0,5227.75,17,8,1805,147.18,2.49,6872.0,0,3429.0,7725
444,1584446400.0,1,1008.52,34,6,1838,147.75,4.05,66723.0,0,7946.0,6451
152,1584450000.0,0,1762.04,43,12,1559,137.84,2.44,14324.0,0,294.0,2236
408,1584453600.0,1,2487.05,44,11,2015,140.94,1.45,79722.0,2,7946.0,9680
176,1584457200.0,1,6406.57,38,14,1493,86.87,2.21,70792.0,2,425.0,9406
119,1584460800.0,1,8868.49,36,8,1891,53.25,2.77,66653.0,1,2780.0,4535
351,1584464400.0,1,4901.03,6,12,824,59.89,1.59,18908.0,1,4387.0,665
66,1584468000.0,0,622.33,36,3,1763,63.89,2.1,99299.0,3,462.0,7767
150,1584471600.0,0,9117.79,24,19,1720,97.9,1.88,81021.0,0,1769.0,5484
307,1584475200.0,1,1496.01,30,13,1082,120.55,4.28,79060.0,2,1584.0,4722
153,1584478800.0,1,9752.53,32,12,1853,125.79,4.39,7383.0,2,131.0,7942
38,1584482400.0,0,1102.01,33,5,1733,81.89,0.31,58984.0,2,7946.0,3190
277,1584486000.0,1,9861.85,22,16,1849,108.3,4.75,80872.0,3,1396.0,8560
283,1584489600.0,1,1124.08,17,8,1872,141.03,1.37,11710.0,1,2647.0,7909
423,1584493200.0,0,1903.75,27,10,1983,94.27,4.76,17465.0,1,307.0,7472
319,1584496800.0,1,9702.23,41,10,2152,58.37,1.19,75375.0,0,2824.0,4147
59,1584500400.0,1,5876.05,24,5,2070,124.2,2.45,65225.0,0,2725.0,7002
315,1584504000.0,1,9620.18,26,9,2117,72.32,0.73,84420.0,2,954.0,5662
145,1584507600.0,0,1856.53,7,11,2110,121.37,4.25,10043.0,2,7946.0,8722
62,1584511200.0,1,2791.25,33,9,1877,135.49,1.65,92395.0,1,4615.0,695
255,1584514800.0,0,3352.61,14,10,1800,85.56,0.68,27604.0,3,4850.0,1762
55,1584518400.0,1,5352.03,36,9,2123,93.55,3.06,9446.0,3,1005.0,3476
403,1584522000.0,1,7530.3,20,8,2130,133.96,2.12,10568.0,2,2597.0,4993
224,1584525600.0,0,9850.83,10,12,1791,91.9,4.63,6229.0,0,3513.0,8895
129,1584529200.0,1,9978.9,6,11,1676,73.72,0.13,31036.0,0,1789.0,7223
422,1584532800.0,0,2444.27,43,7,1828,111.63,1.54,98408.0,2,1911.0,6148
249,1584536400.0,1,5827.39,21,4,2494,128.36,2.24,33248.0,0,3991.0,9920
340,1584540000.0,0,2392.35,45,11,948,66.76,1.55,55768.0,0,3000.0,1986
247,1584543600.0,0,4438.38,28,11,1843,108.14,0.82,61811.0,2,2601.0,8640
371,1584547200.0,0,3783.79,23,9,2087,149.8,1.36,35348.0,2,187.0,9954
173,1584550800.0,1,2195.35,41,9,1600,76.82,0.59,49320.0,3,1711.0,9571
374,1584554400.0,0,428.27,7,8,1787,107.32,2.27,91092.0,0,358.0,7100
331,1584558000.0,1,3623.41,35,12,2016,56.55,3.9,97254.0,2,227.0,7274
121,1584561600.0,0,4419.78,36,10,1746,63.14,2.97,20709.0,3,589.0,8199
130,1584565200.0,0,6196.6,21,17,2169,113.37,0.37,51514.0,0,633.0,7585
201,1584568800.0,1,7761.47,35,9,2223,108.73,3.6,51232.0,2,4730.0,3538
414,1584572400.0,0,757.53,24,7,2351,93.19,3.08,82173.0,2,1220.0,6441
234,1584576000.0,1,1101.03,19,14,2398,101.83,2.73,78198.0,1,1526.0,6835
63,1584579600.0,0,7412.89,31,13,1772,76.88,1.14,40976.0,1,3138.0,6390
96,1584583200.0,0,8657.52,6,13,1902,69.28,4.6,78932.0,3,4004.0,1119
291,1584586800.0,0,14987.245,44,12,2026,108.0,4.33,92310.0,0,685.0,940
92,1584590400.0,1,4536.31,6,7,2179,51.18,1.58,95300.0,2,4579.0,8137
369,1584594000.0,0,8477.6,28,14,2075,100.45,4.52,67831.0,0,1671.0,8525
172,1584597600.0,0,3032.32,13,15,1642,137.31,1.53,95582.0,0,4929.0,5941
384,1584601200.0,1,3274.14,27,12,4024,135.11,2.09,4845.0,1,1614.0,2364
263,1584604800.0,1,1809.26,33,9,2053,134.55,3.74,16241.0,1,2565.0,9374
473,1584608400.0,0,7234.68,1,10,2114,133.18,0.21,11227.0,1,1796.0,5181
335,1584612000.0,1,8247.75,9,9,2590,116.56,3.45,98025.0,1,4762.0,7944
412,1584615600.0,0,835.09,14,10,2112,72.37,1.06,85970.0,3,7946.0,1947
248,1584619200.0,0,1889.08,4,10,1722,142.34,3.85,90076.0,2,517.0,2802
137,1584622800.0,1,7456.24,23,11,2662,85.28,4.99,58798.0,1,4781.0,8772
60,1584626400.0,0,8793.02,10,5,1881,147.96,3.72,50984.0,1,154.0,2131
60,1584630000.0,0,9935.25,14,5,1881,147.96,3.72,50984.0,1,154.0,2131
244,1584633600.0,1,8163.05,39,11,1563,95.4,3.88,24297.0,1,1206.0,1061
131,1584637200.0,0,8538.53,21,10,2364,62.05,2.57,75140.0,2,3935.0,6293
44,1584640800.0,1,4940.68,21,9,1882,108.57,1.95,68908.0,1,3083.0,7857
327,1584644400.0,1,2631.43,4,9,1814,113.62,2.51,5931.0,2,3480.0,4455
231,1584648000.0,0,435.58,6,9,1976,77.73,4.02,10335.0,2,4749.0,6273
361,1584651600.0,0,6925.97,32,9,1510,89.06,3.1,95034.0,2,3028.0,8369
306,1584655200.0,0,4813.63,39,8,2610,115.04,1.06,80094.0,1,1296.0,9789
292,1584658800.0,1,5779.51,21,8,1911,100.77,3.93,27436.0,3,3230.0,8494
266,1584662400.0,1,2170.18,35,11,1379,125.69,4.8,48713.0,1,2363.0,5881
396,1584666000.0,1,7108.26,47,10,1892,136.03,4.84,25000.0,0,4845.0,1617
140,1584669600.0,1,8089.06,7,7,1996,141.96,0.66,30123.0,0,1329.0,4014
180,1584673200.0,0,4354.75,1,14,1611,63.01,3.26,35079.0,3,3385.0,8754
453,1584676800.0,1,1475.32,7,9,1275,93.0,0.65,77377.0,1,4432.0,7987
45,1584680400.0,1,3154.27,31,10,1967,102.44,0.54,29177.0,0,7946.0,7340
215,1584684000.0,1,9637.8,47,10,1290,132.65,2.74,45444.0,2,-100.0,1243
45,1584687600.0,0,2759.44,30,10,1967,102.44,0.54,29177.0,0,7946.0,7340
128,1584691200.0,0,1243.86,20,7,1913,125.04,2.12,59336.0,2,3461.0,7529
350,1584694800.0,0,3072.85,43,12,1975,58.69,2.79,23579.0,3,968.0,2098
349,1584698400.0,1,7876.39,29,10,2133,72.15,2.49,59378.0,0,1328.0,7713
426,1584702000.0,1,703.53,8,7,2036,73.42,3.96,52630.0,1,2294.0,5147
66,1584705600.0,1,6870.39,29,3,1763,63.89,2.1,99299.0,3,462.0,7767
303,1584709200.0,0,8094.23,30,9,1714,138.2,3.08,28437.0,0,3407.0,5079
467,1584712800.0,0,8636.11,28,13,1900,116.72,1.89,47901.0,0,-100.0,5794
44,1584716400.0,1,8486.21,46,9,1882,108.57,1.95,68908.0,1,3083.0,7857
39,1584720000.0,0,1560.95,42,7,1871,83.42,2.31,50837.0,1,478.0,8144
34,1584723600.0,0,4897.47,3,11,1405,126.07,3.49,65031.0,0,4056.0,6465
179,1584727200.0,0,1320.7,32,10,1794,106.29,0.91,97362.0,1,4059.0,9887
426,1584730800.0,0,801.55,25,7,2036,73.42,3.96,52630.0,1,2294.0,5147
441,1584734400.0,0,7311.87,20,10,1711,56.92,3.52,42485.0,3,4796.0,9453
271,1584738000.0,0,164.75,45,18,1728,94.95,3.8,41526.0,2,1102.0,9400
129,1584741600.0,1,8516.42,2,11,1676,73.72,0.13,31036.0,0,1789.0,7223
365,1584745200.0,1,2609.16,19,7,2331,61.83,4.39,47036.0,3,3039.0,1487
130,1584748800.0,0,8965.28,40,17,2169,113.37,0.37,51514.0,0,633.0,7585
168,1584752400.0,0,577.2,45,14,2005,109.44,2.43,86248.0,2,766.0,5668
212,1584756000.0,1,5708.12,22,4,2832,123.41,1.68,35315.0,3,1166.0,5328
136,1584759600.0,1,9490.57,3,14,2718,124.74,3.56,72278.0,1,2512.0,2104
461,1584763200.0,1,5866.04,26,9,1702,106.01,2.47,73740.0,1,1058.0,9116
145,1584766800.0,0,263.0,8,11,2110,121.37,4.25,10043.0,2,7946.0,8722
139,1584770400.0,0,9498.97,29,7,1666,122.15,1.91,36684.0,0,2683.0,2185
301,1584774000.0,0,9564.37,45,13,1712,128.18,4.43,42417.0,1,1734.0,2151
337,1584777600.0,0,5858.63,4,9,1553,143.13,0.49,54709.0,3,2109.0,8902
227,1584781200.0,1,9278.32,27,5,1833,103.75,2.77,39329.0,0,940.0,8078
368,1584784800.0,1,863.54,11,15,1730,124.51,0.59,69084.0,1,633.0,8203
216,1584788400.0,0,7909.53,8,12,2007,54.4,3.0,58469.0,3,2232.0,2417
470,1584792000.0,0,4770.48,19,10,2354,94.74,4.2,65358.0,2,2570.0,6128
421,1584795600.0,1,5726.42,47,3,2068,139.63,1.09,19615.0,1,1255.0,5509
496,1584799200.0,0,6655.84,39,8,2224,96.55,3.97,40911.0,3,544.0,3331
159,1584802800.0,1,1728.05,41,10,2150,64.72,4.52,55082.0,0,521.0,7978
465,1584806400.0,0,1194.5,7,7,1818,72.41,1.8,25604.0,2,7946.0,9518
251,1584810000.0,1,7270.47,5,13,1999,123.57,1.19,50094.0,3,2713.0,3142
30,1584813600.0,1,6660.39,23,10,1952,125.69,3.14,95660.0,1,248.0,865
423,1584817200.0,1,4644.82,25,10,1983,94.27,4.76,17465.0,1,307.0,7472
8,1584820800.0,1,7909.34,7,10,1836,142.14,4.81,58214.0,2,3607.0,3554
143,1584824400.0,0,6450.29,34,11,2105,113.19,4.88,30345.0,2,3856.0,2642
216,1584828000.0,1,3676.8,7,12,2007,54.4,3.0,58469.0,3,2232.0,2417
354,1584831600.0,0,1406.12,36,15,1987,125.01,4.94,97508.0,1,4129.0,2344
249,1584835200.0,1,6460.38,21,4,2494,128.36,2.24,33248.0,0,3991.0,9920
362,1584838800.0,1,9160.6,30,8,2625,118.82,1.86,44165.0,3,4333.0,3246
214,1584842400.0,0,3628.06,42,11,1483,83.52,1.96,9283.0,3,2729.0,2209
386,1584846000.0,0,7058.65,37,11,2277,50.51,1.0,40596.0,1,4192.0,9303
337,1584849600.0,1,7474.28,21,9,1553,143.13,0.49,54709.0,3,2109.0,8902
229,1584853200.0,0,7926.27,19,7,2014,119.68,3.94,97152.0,1,3905.0,4079
125,1584856800.0,0,1381.27,28,14,1885,145.78,2.51,22113.0,3,2077.0,547
28,1584860400.0,0,2231.46,39,15,1821,94.04,1.94,85424.0,0,4722.0,9660
295,1584864000.0,0,4434.38,30,8,1604,53.49,1.8,5852.0,2,1020.0,4170
73,1584867600.0,0,5911.06,30,9,1767,133.73,2.68,380.0,2,4456.0,8828
50,1584871200.0,1,1358.25,40,9,1824,97.33,4.45,24109.0,3,2222.0,3864
307,1584874800.0,0,6790.3,15,13,1082,120.55,4.28,79060.0,2,1584.0,4722
378,1584878400.0,0,6937.48,37,11,1566,95.66,0.22,69497.0,0,4944.0,8389
454,1584882000.0,0,9489.92,2,12,2089,148.17,4.57,53019.0,3,1961.0,2754
423,1584885600.0,1,6430.0,13,10,1983,94.27,4.76,17465.0,1,307.0,7472
415,1584889200.0,1,5114.7,17,11,2025,56.47,2.29,47197.0,2,2000.0,7703
260,1584892800.0,1,243.54,10,7,2104,137.67,2.33,40401.0,1,453.0,1909
240,1584896400.0,1,8520.09,29,13,2142,94.52,2.77,84559.0,0,194.0,1302
8,1584900000.0,0,6905.65,46,10,1836,142.14,4.81,58214.0,2,3607.0,3554
144,1584903600.0,1,5838.78,42,9,1977,89.7,1.93,50462.0,0,1451.0,7303
256,1584907200.0,0,4967.1,42,8,1022,145.99,2.86,85021.0,0,4368.0,3221
266,1584910800.0,1,1996.39,39,11,1379,125.69,4.8,48713.0,1,2363.0,5881
490,1584914400.0,0,8918.05,31,18,1583,67.03,4.37,75928.0,3,3247.0,6735
259,1584918000.0,0,2686.34,30,10,1738,201.495,0.84,28261.0,3,2662.0,1005
277,1584921600.0,0,8135.77,16,16,1849,108.3,4.75,80872.0,3,1396.0,8560
279,1584925200.0,0,3441.09,6,11,1909,145.08,1.83,3280.0,0,2034.0,2128
312,1584928800.0,0,9039.39,44,14,2601,146.56,1.94,90245.0,1,4856.0,4327
138,1584932400.0,1,3907.43,43,6,1968,67.69,2.37,50823.0,0,1149.0,2920
194,1584936000.0,1,3249.12,15,12,1893,107.36,3.64,74052.0,2,4898.0,7838
208,1584939600.0,0,7293.04,3,11,2200,64.32,1.01,15609.0,3,1795.0,6837
199,1584943200.0,1,3691.85,24,11,1935,77.85,2.09,23159.0,2,742.0,4856
90,1584946800.0,0,4396.31,26,14,1626,127.49,1.59,6912.0,3,907.0,5243
134,1584950400.0,1,3046.71,5,4,1815,110.32,4.46,81094.0,3,1208.0,2107
398,1584954000.0,0,7899.63,36,12,1736,133.3,3.57,93698.0,0,639.0,3911
50,1584957600.0,1,7308.95,8,9,1824,97.33,4.45,24109.0,3,2222.0,3864
439,1584961200.0,0,6248.01,31,8,2198,142.17,2.5,56074.0,2,4447.0,2041
336,1584964800.0,0,7624.95,43,8,1898,140.99,4.42,49985.0,2,4978.0,7984
268,1584968400.0,1,9182.24,23,10,1922,71.36,2.29,22235.0,2,1586.0,1606
171,1584972000.0,1,8356.25,38,7,2244,140.61,0.11,34846.0,0,3935.0,1613
275,1584975600.0,0,1815.37,11,9,3115,73.07,4.04,44615.0,1,4676.0,1846
323,1584979200.0,1,6364.89,33,13,2095,125.85,1.08,39518.0,3,2166.0,9505
421,1584982800.0,1,4097.52,35,3,2068,139.63,1.09,19615.0,1,1255.0,5509
482,1584986400.0,1,1034.97,36,13,1789,82.86,2.26,85598.0,3,855.0,3689
333,1584990000.0,1,6662.62,43,12,1940,83.07,3.25,95331.0,0,3400.0,2557
235,1584993600.0,1,3276.44,7,6,1894,146.26,3.35,19533.0,0,3744.0,1706
66,1584997200.0,1,2999.0,42,3,2121,137.78,0.75,46556.0,3,462.0,7767
323,1585000800.0,0,2635.03,18,13,2095,125.85,1.08,39518.0,3,2166.0,9505
415,1585004400.0,0,7772.61,16,11,2025,56.47,2.29,47197.0,2,2000.0,7703
295,1585008000.0,1,3888.28,47,8,1604,53.49,1.8,5852.0,2,1020.0,4170
279,1585011600.0,0,6352.97,38,11,1909,145.08,1.83,3280.0,0,2034.0,2128
141,1585015200.0,0,8181.45,25,13,2021,144.49,3.24,68093.0,2,4459.0,8434
181,1585018800.0,0,7803.47,18,7,2839,138.92,3.05,12274.0,3,2769.0,8223
478,1585022400.0,0,402.34,42,7,1675,88.55,1.77,51235.0,2,1706.0,7017
430,1585026000.0,0,5631.46,32,11,1959,117.85,4.95,77364.0,0,3902.0,9335
140,1585029600.0,1,7176.09,30,7,1996,141.96,0.66,30123.0,0,1329.0,4014
374,1585033200.0,1,5622.62,45,8,2113,120.57,3.23,15952.0,0,358.0,7100
33,1585036800.0,1,2292.61,29,12,2029,56.03,3.88,66551.0,1,4720.0,3143
441,1585040400.0,1,3549.93,22,10,1711,56.92,3.52,42485.0,3,4796.0,9453
263,1585044000.0,0,6983.73,12,9,2053,134.55,3.74,16241.0,1,2565.0,9374
130,1585047600.0,0,9557.34,24,17,2169,113.37,0.37,51514.0,0,633.0,7585
429,1585051200.0,1,4925.95,35,5,2008,113.56,0.37,10214.0,0,3119.0,1099
120,1585054800.0,1,9161.87,37,12,2542,104.86,3.26,43813.0,1,3458.0,8225
164,1585058400.0,0,6484.97,18,8,1421,82.84,4.62,14597.0,3,3050.0,7955
40,1585062000.0,0,3596.88,1,3,1948,55.56,2.21,80832.0,2,4811.0,9303
150,1585065600.0,0,5134.3,39,19,1720,97.9,1.88,81021.0,0,1769.0,5484
431,1585069200.0,1,1872.55,3,14,2044,66.48,4.19,88809.0,3,253.0,7764
298,1585072800.0,1,5519.4,16,9,1747,143.13,3.37,51854.0,3,1881.0,4891
414,1585076400.0,1,407.51,20,7,2351,93.19,3.08,82173.0,2,1220.0,6441
88,1585080000.0,1,7027.45,24,7,1953,88.26,0.46,63606.0,3,1644.0,2727
53,1585083600.0,0,129.48,1,13,1927,134.13,1.14,63164.0,1,3332.0,6373
236,1585087200.0,0,9822.91,26,15,1965,56.43,1.68,76973.0,3,100.0,7685
120,1585090800.0,0,4149.82,12,12,2542,104.86,3.26,43813.0,1,3458.0,8225
36,1585094400.0,1,8707.0,17,9,1867,64.61,2.46,87945.0,2,4351.0,3549
463,1585098000.0,1,6118.15,2,6,2445,111.47,2.3,72364.0,0,329.0,3339
450,1585101600.0,0,1518.71,31,12,2628,104.35,3.76,64356.0,0,1730.0,6823
460,1585105200.0,1,9142.18,7,7,2231,95.72,3.47,46908.0,2,1743.0,6195
55,1585108800.0,1,190.83,39,9,2123,93.55,3.06,9446.0,3,1005.0,3476
338,1585112400.0,1,7533.29,4,14,1998,104.98,3.23,56967.0,1,2532.0,7947
161,1585116000.0,1,7974.46,16,13,2450,67.42,2.86,51045.0,2,1706.0,4455
393,1585119600.0,0,4076.85,45,13,2093,139.17,1.07,23158.0,0,2157.0,9328
374,1585123200.0,0,3616.13,11,8,2113,120.57,3.23,15952.0,0,358.0,7100
498,1585126800.0,0,3129.01,8,10,2261,52.29,2.84,96724.0,1,4231.0,9047
323,1585130400.0,1,4320.56,25,13,2095,125.85,1.08,39518.0,3,2166.0,9505
58,1585134000.0,0,9188.83,24,9,2187,62.83,1.26,92285.0,0,3113.0,1439
456,1585137600.0,1,3872.02,43,9,2071,73.79,0.23,45307.0,2,3925.0,5112
81,1585141200.0,1,1256.0,44,7,2740,57.85,4.49,35672.0,0,446.0,2659
418,1585144800.0,1,2429.09,46,6,2914,128.4,2.6,5778.0,0,2766.0,1383
396,1585148400.0,0,6424.12,20,10,2035,99.69,3.82,11982.0,0,4845.0,1617
384,1585152000.0,0,5976.3,3,12,4024,135.11,2.09,4845.0,1,1614.0,2364
205,1585155600.0,1,928.32,29,8,2409,129.98,4.45,58021.0,1,4134.0,8924
359,1585159200.0,0,6242.09,12,11,2062,137.32,1.12,874.0,1,1294.0,7995
364,1585162800.0,0,7006.57,2,14,1848,128.28,0.15,59035.0,1,4786.0,3780
132,1585166400.0,0,1034.68,24,9,1795,93.33,3.58,25810.0,2,4940.0,2463
498,1585170000.0,0,9476.94,45,10,2261,52.29,2.84,96724.0,1,4231.0,9047
257,1585173600.0,1,7722.69,35,7,1951,73.77,3.71,18080.0,3,695.0,8247
431,1585177200.0,0,4089.45,13,14,2044,66.48,4.19,88809.0,3,253.0,7764
139,1585180800.0,0,9032.54,21,7,2265,87.74,4.75,6616.0,0,2683.0,2185
246,1585184400.0,1,1938.57,47,12,2186,118.47,3.01,7959.0,1,2067.0,9164
427,1585188000.0,1,9480.09,22,12,1822,96.99,2.85,10900.0,2,1549.0,8111
43,1585191600.0,0,883.34,24,10,1926,74.06,0.84,33025.0,2,780.0,5264
361,1585195200.0,0,8879.99,47,9,2361,141.44,0.63,94571.0,2,3028.0,8369
16,1585198800.0,1,1600.72,19,11,1888,90.36,4.51,26662.0,1,1884.0,6904
410,1585202400.0,0,6620.15,30,12,3101,120.26,3.49,97599.0,0,4265.0,5663
192,1585206000.0,0,8180.94,8,7,2401,75.9,3.15,60444.0,2,4782.0,2449
447,1585209600.0,1,2703.78,24,9,2058,110.5,2.39,46972.0,3,3504.0,7189
142,1585213200.0,1,7486.12,39,10,2247,86.38,4.25,716.0,0,1652.0,8840
161,1585216800.0,1,9998.08,27,13,2450,67.42,2.86,51045.0,2,1706.0,4455
323,1585220400.0,1,7901.61,14,13,2095,125.85,1.08,39518.0,3,2166.0,9505
219,1585224000.0,0,5572.09,37,10,1936,133.69,1.83,90227.0,1,464.0,9272
157,1585227600.0,0,8915.72,2,15,2076,62.66,2.89,50906.0,2,4523.0,3637
11,1585231200.0,0,6739.41,11,11,2009,133.91,1.88,77712.0,3,2374.0,2922
111,1585234800.0,0,7488.88,8,12,2622,74.09,1.23,90961.0,1,1596.0,5657
34,1585238400.0,0,7857.6,6,11,1405,126.07,3.49,65031.0,0,4056.0,6465
491,1585242000.0,0,4724.86,43,14,2560,55.63,3.35,89731.0,1,-100.0,2499
295,1585245600.0,0,4412.65,9,8,1604,53.49,1.8,5852.0,2,1020.0,4170
496,1585249200.0,1,994.63,30,8,2224,96.55,3.97,40911.0,3,544.0,3331
209,1585252800.0,0,3012.84,20,14,1941,86.21,2.19,25591.0,1,2372.0,5027
209,1585256400.0,1,6371.15,30,14,1941,86.21,2.19,25591.0,1,2372.0,5027
281,1585260000.0,0,4603.99,6,10,2097,117.8,3.04,13012.0,1,529.0,7127
166,1585263600.0,0,4529.22,40,8,854,115.99,2.76,4066.0,3,275.0,7358
223,1585267200.0,0,5243.45,45,6,2210,97.35,3.46,658.0,0,1112.0,3775
51,1585270800.0,1,6499.87,22,10,1831,127.18,3.05,57297.0,1,2157.0,3183
443,1585274400.0,0,3541.85,19,10,1775,64.42,2.74,2377.0,2,4693.0,6355
276,1585278000.0,1,1878.89,24,12,2115,100.55,1.54,60680.0,0,263.0,4425
381,1585281600.0,0,9064.39,3,9,1964,140.01,3.86,13801.0,3,2004.0,4024
323,1585285200.0,0,6900.82,29,13,2095,125.85,1.08,39518.0,3,2166.0,9505
490,1585288800.0,0,4302.26,26,18,2453,78.55,0.15,65981.0,3,3247.0,6735
470,1585292400.0,1,9227.08,36,10,2354,94.74,4.2,65358.0,2,2570.0,6128
107,1585296000.0,1,4830.74,17,13,2046,71.76,3.27,13152.0,0,3056.0,9954
379,1585299600.0,1,9215.39,11,15,1484,104.32,2.33,15476.0,1,3623.0,4932
458,1585303200.0,0,1886.96,41,15,1942,55.58,4.5,86607.0,2,1324.0,6036
329,1585306800.0,0,5478.43,25,12,2403,126.93,0.21,66006.0,0,4276.0,6583
229,1585310400.0,0,4021.8,47,7,2014,119.68,3.94,97152.0,1,3905.0,4079
413,1585314000.0,1,7388.93,20,8,1962,90.08,4.74,98951.0,0,4531.0,7957
239,1585317600.0,0,14987.245,20,9,2461,55.28,4.75,28355.0,3,4866.0,1823
248,1585321200.0,0,8101.39,33,10,1722,142.34,3.85,90076.0,2,517.0,2802
19,1585324800.0,1,2259.26,23,9,2302,115.28,3.68,16716.0,3,2175.0,828
493,1585328400.0,0,3026.38,7,10,2176,67.58,1.53,3468.0,1,953.0,3630
492,1585332000.0,1,1922.0,18,7,2284,109.23,2.61,64182.0,0,4990.0,4462
139,1585335600.0,1,1148.51,6,7,2265,87.74,4.75,6616.0,0,2683.0,2185
110,1585339200.0,0,5498.79,3,8,2248,109.56,0.84,27621.0,3,2838.0,5809
110,1585342800.0,1,830.84,19,8,2248,109.56,0.84,27621.0,3,2838.0,5809
101,1585346400.0,0,6051.55,37,14,2344,136.68,2.19,14643.0,3,326.0,7398
458,1585350000.0,0,2001.42,1,15,1942,55.58,4.5,86607.0,2,1324.0,6036
91,1585353600.0,0,8244.6,19,15,2102,124.17,0.84,30994.0,3,1197.0,5917
278,1585357200.0,0,451.05,26,15,1778,131.38,4.39,26844.0,3,3807.0,3178
94,1585360800.0,0,2293.82,19,16,2276,143.66,3.41,28032.0,3,2727.0,6994
125,1585364400.0,0,7667.66,1,14,2131,57.75,4.91,7030.0,3,2077.0,547
336,1585368000.0,1,8451.02,46,8,2101,82.08,3.9,6872.0,2,4978.0,7984
328,1585371600.0,1,7010.72,35,8,2433,100.36,1.16,24066.0,1,1730.0,3169
34,1585375200.0,1,2184.24,39,11,1405,126.07,3.49,65031.0,0,4056.0,6465
201,1585378800.0,1,4791.55,28,9,2223,108.73,3.6,51232.0,2,4730.0,3538
390,1585382400.0,1,5951.04,30,14,2165,59.82,4.71,73884.0,3,244.0,6357
48,1585386000.0,1,3437.73,9,13,2027,102.61,0.6,30346.0,2,2560.0,1100
185,1585389600.0,1,9808.52,26,12,2000,56.03,3.31,60182.0,0,215.0,3803
465,1585393200.0,1,5556.48,22,7,1818,72.41,1.8,25604.0,2,7946.0,9518
295,1585396800.0,1,9378.07,9,8,1604,53.49,1.8,5852.0,2,1020.0,4170
58,1585400400.0,1,2191.08,23,9,2187,62.83,1.26,92285.0,0,3113.0,1439
1,1585404000.0,1,6879.63,16,8,1805,147.18,2.49,6872.0,0,3429.0,7725
100,1585407600.0,1,3457.64,39,15,2103,140.04,1.67,30090.0,0,7946.0,3160
359,1585411200.0,0,7745.59,10,11,2062,137.32,1.12,874.0,1,1294.0,7995
340,1585414800.0,0,6488.83,41,11,948,66.76,1.55,55768.0,0,3000.0,1986
237,1585418400.0,0,8017.29,12,12,2194,145.83,3.97,41748.0,3,3479.0,3874
111,1585422000.0,0,5882.91,8,12,2622,74.09,1.23,90961.0,1,1596.0,5657
143,1585425600.0,1,1655.23,24,11,2105,113.19,4.88,30345.0,2,3856.0,2642
272,1585429200.0,1,6662.28,41,5,2414,84.8,2.21,67362.0,3,7946.0,9701
107,1585432800.0,0,5540.48,42,13,2046,71.76,3.27,13152.0,0,3056.0,9954
377,1585436400.0,0,8134.96,15,8,2065,71.16,1.32,81641.0,1,2106.0,3763
24,1585440000.0,0,8658.65,26,12,2991,127.75,2.3,75490.0,3,4482.0,6699
452,1585443600.0,1,821.61,14,14,2107,135.89,2.83,22549.0,0,4203.0,6829
153,1585447200.0,1,3976.97,26,12,2069,75.17,1.45,22945.0,2,131.0,7942
329,1585450800.0,1,540.62,44,12,2403,126.93,0.21,66006.0,0,4276.0,6583
384,1585454400.0,0,382.04,19,12,4024,135.11,2.09,4845.0,1,1614.0,2364
260,1585458000.0,0,1616.89,47,7,2104,137.67,2.33,40401.0,1,453.0,1909
348,1585461600.0,1,6902.4,14,10,1851,76.12,3.19,77697.0,2,1460.0,5716
262,1585465200.0,0,8137.48,25,7,1628,74.17,4.13,30880.0,0,4966.0,7411
279,1585468800.0,0,9828.96,45,11,2293,83.0,1.79,8615.0,0,2034.0,2128
418,1585472400.0,0,941.13,11,6,2914,128.4,2.6,5778.0,0,2766.0,1383
333,1585476000.0,1,6008.75,35,12,2262,77.24,1.14,53734.0,0,3400.0,2557
219,1585479600.0,0,2962.34,12,10,1936,133.69,1.83,90227.0,1,464.0,9272
444,1585483200.0,1,2200.35,2,6,2085,88.95,4.87,19847.0,0,7946.0,6451
235,1585486800.0,0,5726.07,10,6,1894,146.26,3.35,19533.0,0,3744.0,1706
415,1585490400.0,1,6753.13,39,11,2025,56.47,2.29,47197.0,2,2000.0,7703
138,1585494000.0,1,8892.82,22,6,1968,67.69,2.37,50823.0,0,1149.0,2920
97,1585497600.0,1,2759.34,28,8,2346,96.75,3.46,29778.0,1,3869.0,5153
271,1585501200.0,0,4757.83,6,18,1728,94.95,3.8,41526.0,2,1102.0,9400
365,1585504800.0,1,8826.77,33,7,2331,61.83,4.39,47036.0,3,3039.0,1487
321,1585508400.0,0,235.1,6,11,2148,91.58,1.61,92242.0,0,-100.0,5055
102,1585512000.0,1,9446.98,7,11,2132,137.29,4.1,64089.0,0,3278.0,3135
